name,terminology,code,term
egfr,SNOMED,9.63631E+14,Estimated glomerular filtration rate using serum creatinine per 1.73 square metres 
egfr,SNOMED,9.96231E+14,Glomerular filtration rate calculated by abbreviated Modification of Diet in Renal Disease Study Group calculation adjusted for African American origin (observable entity)
hba1c,SNOMED,1049301000000100,Haemoglobin A1c level (diagnostic reference range) - International Federation of Clinical Chemistry and Laboratory Medicine standardised (observable entity)
hba1c,SNOMED,1049321000000109,Haemoglobin A1c level (monitoring ranges) - International Federation of Clinical Chemistry and Laboratory Medicine standardised (observable entity)
hba1c,SNOMED,1107481000000106,Substance concentration of haemoglobin A1c in blood (observable entity)
hba1c,SNOMED,1.971E+12,Substance concentration of haemoglobin A1c diagnostic reference range in blood (observable entity)
hba1c,SNOMED,6.181E+12,Substance concentration of haemoglobin A1c monitoring range in blood (observable entity)
hba1c,SNOMED,9.99791E+14,Haemoglobin A1c level - International Federation of Clinical Chemistry and Laboratory Medicine standardised (observable entity)
hdl,SNOMED,1005681000000107,Serum high density lipoprotein cholesterol level (observable entity)
hdl,SNOMED,1010581000000101,Plasma high density lipoprotein cholesterol level (observable entity)
hdl,SNOMED,1026451000000102,Serum fasting high density lipoprotein cholesterol level (observable entity)
hdl,SNOMED,1026461000000104,Serum random high density lipoprotein cholesterol level (observable entity)
hdl,SNOMED,1028831000000106,Plasma random high density lipoprotein cholesterol level (observable entity)
hdl,SNOMED,1028841000000102,Plasma fasting high density lipoprotein cholesterol level (observable entity)
hdl,SNOMED,1107661000000104,Substance concentration of high density lipoprotein cholesterol in plasma (observable entity)
hdl,SNOMED,1107681000000108,Substance concentration of high density lipoprotein cholesterol in serum (observable entity)
height,SNOMED,1153637007,Body height (observable entity)
height,SNOMED,1162419008,Self reported body height (observable entity)
height,SNOMED,1230278008,Self reported peak adult body height (observable entity)
height,SNOMED,129814003,Body height abnormal for age (finding)
height,SNOMED,139977008,O/E - height (finding)
height,SNOMED,139978003,O/E - height greater than 20% below average (finding)
height,SNOMED,139979006,O/E - height 10-20% below average (finding)
height,SNOMED,139980009,O/E -height within 10% average (finding)
height,SNOMED,139981008,O/E-height 10-20% over average (finding)
height,SNOMED,139982001,O/E - height greater than 20% over average (finding)
height,SNOMED,139983006,O/E - loss of height (finding)
height,SNOMED,139984000,O/E - height NOS (finding)
height,SNOMED,14456009,Measuring height of patient (procedure)
height,SNOMED,1.4811E+13,Abnormal increase in body height (finding)
height,SNOMED,162755006,On examination - height (finding)
height,SNOMED,162756007,On examination - height greater than 20% below average (finding)
height,SNOMED,162757003,On examination - height 10-20% below average (finding)
height,SNOMED,162758008,On examination - height within 10% average (finding)
height,SNOMED,162759000,On examination - height 10-20% over average (finding)
height,SNOMED,162760005,On examination - height greater than 20% over average (finding)
height,SNOMED,162761009,On examination - loss of height (finding)
height,SNOMED,162762002,On examination - height NOS (finding)
height,SNOMED,17489000,Body height normal for age (finding)
height,SNOMED,224997009,Height increased (finding)
height,SNOMED,248329006,Has grown shorter (finding)
height,SNOMED,248331002,Has grown in height (finding)
height,SNOMED,248333004,Standing height (observable entity)
height,SNOMED,271603002,Height / growth measure (observable entity)
height,SNOMED,271817008,Has not grown in height (finding)
height,SNOMED,309534003,Normal height (finding)
height,SNOMED,314699007,Child height = 91st centile (finding)
height,SNOMED,418317006,Height above average (finding)
height,SNOMED,418519005,Height below average (finding)
height,SNOMED,425115008,Abnormal height in relation to growth / age standard (finding)
height,SNOMED,50373000,Body height measure (observable entity)
height,SNOMED,5.4871E+13,Patient height (observable entity)
height,SNOMED,5.94151E+14,On examination - height NOS (finding)
height,SNOMED,71781005,Decrease in height (finding)
sbp,SNOMED,1.00151E+14,Sitting systolic blood pressure
sbp,SNOMED,1.00171E+14,Lying systolic blood pressure
sbp,SNOMED,1034101000000104,Preoperative blood pressure measurement (procedure)
sbp,SNOMED,1034111000000102,Pre-operative blood pressure measurement 
sbp,SNOMED,1034121000000108,Postoperative blood pressure measurement (procedure)
sbp,SNOMED,1034131000000105,Post-operative blood pressure measurement 
sbp,SNOMED,1105331000000106,Blood pressure measurement using oscillometric monitoring device with opportunistic atrial fibrillation detection (procedure)
sbp,SNOMED,1162737008,Self reported systolic blood pressure (observable entity)
sbp,SNOMED,1.16711E+14,Blood pressure recorded by patient at home
sbp,SNOMED,1.21281E+14,Blood pressure recorded by patient at home
sbp,SNOMED,12763006,Decreased blood pressure (finding)
sbp,SNOMED,1285115008,Average home blood pressure (observable entity)
sbp,SNOMED,12929001,Normal systolic arterial pressure (finding)
sbp,SNOMED,140238008,O/E - BP reading normal (finding)
sbp,SNOMED,140240003,O/E - BP reading raised (finding)
sbp,SNOMED,140241004,O/E - BP reading very high (finding)
sbp,SNOMED,140245008,O/E - BP stable (finding)
sbp,SNOMED,140246009,Lying blood pressure reading (observable entity)
sbp,SNOMED,140247000,Standing blood pressure reading (observable entity)
sbp,SNOMED,140248005,Sitting blood pressure reading (observable entity)
sbp,SNOMED,140250002,O/E - BP labile (finding)
sbp,SNOMED,141947003,Ambulatory blood pressure recording (procedure)
sbp,SNOMED,147827001,Pre-treatment BP reading (finding)
sbp,SNOMED,147835003,O/E - initial high BP (finding)
sbp,SNOMED,147836002,O/E - check high BP (finding)
sbp,SNOMED,147845001,24 hr blood pressure monitoring (procedure)
sbp,SNOMED,147850007,Borderline blood pressure (finding)
sbp,SNOMED,147851006,Normal blood pressure (finding)
sbp,SNOMED,163020007,On examination - blood pressure reading (finding)
sbp,SNOMED,163022004,On examination - blood pressure reading very low (disorder)
sbp,SNOMED,163023009,On examination - blood pressure reading low (disorder)
sbp,SNOMED,163024003,On examination - blood pressure borderline low (disorder)
sbp,SNOMED,163025002,On examination - blood pressure reading normal (finding)
sbp,SNOMED,163026001,On examination - blood pressure borderline raised (finding)
sbp,SNOMED,163027005,On examination - blood pressure reading raised (finding)
sbp,SNOMED,163028000,On examination - blood pressure reading very high (finding)
sbp,SNOMED,163029008,On examination - blood pressure reading: postural drop (finding)
sbp,SNOMED,163030003,On examination - Systolic blood pressure reading (finding)
sbp,SNOMED,163032006,On examination - blood pressure stable (finding)
sbp,SNOMED,163033001,Lying blood pressure (observable entity)
sbp,SNOMED,163034007,Standing blood pressure (observable entity)
sbp,SNOMED,163035008,Sitting blood pressure (observable entity)
sbp,SNOMED,163036009,On examination - blood pressure decreased (finding)
sbp,SNOMED,163037000,On examination - blood pressure labile (finding)
sbp,SNOMED,164783007,Ambulatory blood pressure recording (procedure)
sbp,SNOMED,170573004,Pre-treatment blood pressure reading (regime/therapy)
sbp,SNOMED,170581003,On examination - initial high blood pressure (finding)
sbp,SNOMED,170582005,On examination - check high blood pressure (finding)
sbp,SNOMED,170599006,24 hr blood pressure monitoring (regime/therapy)
sbp,SNOMED,170604000,Borderline blood pressure (finding)
sbp,SNOMED,170605004,Normal blood pressure (finding)
sbp,SNOMED,18050000,Increased systolic arterial pressure (finding)
sbp,SNOMED,18352002,Abnormal systolic arterial pressure (finding)
sbp,SNOMED,1.98081E+14,Ambulatory systolic blood pressure (observable entity)
sbp,SNOMED,2004005,Normal blood pressure (finding)
sbp,SNOMED,2.13031E+14,Ambulatory systolic blood pressure
sbp,SNOMED,2.13041E+14,Ambulatory systolic blood pressure
sbp,SNOMED,24184005,Increased blood pressure (finding)
sbp,SNOMED,251070002,Non-invasive systolic arterial pressure (observable entity)
sbp,SNOMED,251074006,Non-invasive mean arterial pressure (observable entity)
sbp,SNOMED,251076008,Non-invasive arterial pressure (observable entity)
sbp,SNOMED,251078009,Post-vasodilatation arterial pressure (observable entity)
sbp,SNOMED,251080003,Labile blood pressure (finding)
sbp,SNOMED,26014004,Increased mean arterial pressure (finding)
sbp,SNOMED,271647008,Raised blood pressure (finding)
sbp,SNOMED,271649006,Systolic blood pressure (observable entity)
sbp,SNOMED,271651005,Stable blood pressure (finding)
sbp,SNOMED,271869003,Raised blood pressure reading (disorder)
sbp,SNOMED,271870002,Low blood pressure reading (disorder)
sbp,SNOMED,271871003,Blood pressure reading labile (finding)
sbp,SNOMED,274722000,Elevated blood-pressure reading w/out diagn of hypertension (disorder)
sbp,SNOMED,313005002,On examination - blood pressure reading: no postural drop (situation)
sbp,SNOMED,314438006,Minimum systolic blood pressure (observable entity)
sbp,SNOMED,314439003,Maximum systolic blood pressure (observable entity)
sbp,SNOMED,314440001,Average systolic blood pressure (observable entity)
sbp,SNOMED,314441002,Minimum day interval systolic blood pressure (observable entity)
sbp,SNOMED,314442009,Minimum night interval systolic blood pressure (observable entity)
sbp,SNOMED,314443004,Maximum night interval systolic blood pressure (observable entity)
sbp,SNOMED,314444005,Maximum day interval systolic blood pressure (observable entity)
sbp,SNOMED,314445006,Average night interval systolic blood pressure (observable entity)
sbp,SNOMED,314446007,Average day interval systolic blood pressure (observable entity)
sbp,SNOMED,314447003,Minimum 24 hour systolic blood pressure (observable entity)
sbp,SNOMED,314448008,Maximum 24 hour systolic blood pressure (observable entity)
sbp,SNOMED,314449000,Average 24 hour systolic blood pressure (observable entity)
sbp,SNOMED,314463006,24 hour blood pressure (observable entity)
sbp,SNOMED,314464000,24 hour systolic blood pressure (observable entity)
sbp,SNOMED,314956000,Borderline blood pressure (finding)
sbp,SNOMED,3.35661E+14,Self measured blood pressure reading (observable entity)
sbp,SNOMED,3.37061E+14,Self measured blood pressure reading
sbp,SNOMED,3.37501E+14,Self measured blood pressure reading
sbp,SNOMED,364090009,Systemic arterial pressure (observable entity)
sbp,SNOMED,371622005,Elevated blood pressure reading without diagnosis of hypertension (situation)
sbp,SNOMED,371911009,Measurement of blood pressure using cuff method (procedure)
sbp,SNOMED,386534000,Arterial blood pressure (observable entity)
sbp,SNOMED,386536003,Systemic blood pressure (observable entity)
sbp,SNOMED,38936003,Abnormal blood pressure (finding)
sbp,SNOMED,399304008,Systolic blood pressure on admission (observable entity)
sbp,SNOMED,400974009,Standing systolic blood pressure (observable entity)
sbp,SNOMED,407554009,Sitting systolic blood pressure (observable entity)
sbp,SNOMED,407556006,Lying systolic blood pressure (observable entity)
sbp,SNOMED,413153004,Blood pressure recorded by patient at home (procedure)
sbp,SNOMED,413606001,Average home systolic blood pressure (observable entity)
sbp,SNOMED,6797001,Mean blood pressure (observable entity)
sbp,SNOMED,716579001,Baseline systolic blood pressure (observable entity)
sbp,SNOMED,722500002,Preoperative blood pressure measurement (procedure)
sbp,SNOMED,722502005,Postoperative blood pressure measurement (procedure)
sbp,SNOMED,72313002,Systolic arterial pressure (observable entity)
sbp,SNOMED,723232008,Average blood pressure (observable entity)
sbp,SNOMED,723235005,Maximum blood pressure (observable entity)
sbp,SNOMED,723236006,Minimum blood pressure (observable entity)
sbp,SNOMED,723237002,Non-invasive blood pressure (observable entity)
sbp,SNOMED,7.5131E+13,Standing systolic blood pressure
sbp,SNOMED,75367002,Blood pressure (observable entity)
sbp,SNOMED,7.9401E+13,Standing systolic blood pressure
sbp,SNOMED,8.10061E+14,Measurement of blood pressure using manual sphygmomanometer by auscultation over brachial artery (procedure)
sbp,SNOMED,81010002,Decreased systolic arterial pressure (finding)
sbp,SNOMED,8.16161E+14,Measurement of blood pressure using non-invasive blood pressure monitor (procedure)
sbp,SNOMED,8.52291E+14,Maximum mean blood pressure (observable entity)
sbp,SNOMED,8.52301E+14,Minimum mean blood pressure (observable entity)
sbp,SNOMED,8.62121E+14,Unusual variability in blood pressure (finding)
sbp,SNOMED,9.28021E+14,Baseline blood pressure (observable entity)
sbp,SNOMED,9.28031E+14,Baseline blood pressure 
sbp,SNOMED,9.45871E+14,Baseline systolic blood pressure (observable entity)
sbp,SNOMED,9.45881E+14,Baseline systolic blood pressure 
sbp,SNOMED,9.5281E+13,Sitting systolic blood pressure
sbp,SNOMED,9.5301E+13,Lying systolic blood pressure
sbp,SNOMED,9.90141E+14,Measurement of blood pressure in left arm (procedure)
sbp,SNOMED,9.90151E+14,Measurement of blood pressure in right arm (procedure)
sbp,SNOMED,9.90161E+14,Measurement of blood pressure using manual sphygmomanometer by palpation (procedure)
sbp,SNOMED,9.90231E+14,Measurement of blood pressure using large adult size blood pressure cuff (procedure)
sbp,SNOMED,9.90241E+14,Measurement of blood pressure using standard adult size blood pressure cuff (procedure)
sbp,SNOMED,9.90251E+14,Measurement of blood pressure using small adult size blood pressure cuff (procedure)
sbp,SNOMED,9.90261E+14,Measurement of blood pressure using paediatric size blood pressure cuff (procedure)
tchol,SNOMED,1005671000000105,Serum cholesterol level (observable entity)
tchol,SNOMED,1017161000000104,Plasma total cholesterol level (observable entity)
tchol,SNOMED,1083761000000106,Serum fasting total cholesterol level (observable entity)
tchol,SNOMED,1106531000000105,Substance concentration of cholesterol in plasma (observable entity)
tchol,SNOMED,1106541000000101,Substance concentration of cholesterol in serum (observable entity)
tchol,SNOMED,8.50981E+14,Cholesterol level (observable entity)
tchol,SNOMED,8.53681E+14,Total cholesterol level (observable entity)
tchol,SNOMED,9.94351E+14,Serum total cholesterol level (observable entity)
weight,SNOMED,1.04301E+14,[D]Underweight
weight,SNOMED,1162388008,Dosing body weight (observable entity)
weight,SNOMED,139087009,Weight steady (finding)
weight,SNOMED,139088004,Weight increasing (finding)
weight,SNOMED,139089007,Weight decreasing (finding)
weight,SNOMED,139090003,Abnormal weight gain (finding)
weight,SNOMED,139917004,O/E - obese (finding)
weight,SNOMED,139987007,O/E - weight greater than 20% below ideal (finding)
weight,SNOMED,139988002,O/E -weight 10-20% below ideal (finding)
weight,SNOMED,139990001,O/E - overweight (& [weight 10-20% over ideal]) (finding)
weight,SNOMED,139991002,O/E weight: [>20% over ideal] or [obese] (finding)
weight,SNOMED,147251000,Child weight 10th - 24th centile (finding)
weight,SNOMED,158270004,[D]Abnormal weight gain (situation)
weight,SNOMED,158271000,[D]Abnormal loss of weight (situation)
weight,SNOMED,161831008,Weight increasing (finding)
weight,SNOMED,161832001,Weight decreasing (finding)
weight,SNOMED,161833006,Abnormal weight gain (finding)
weight,SNOMED,162690006,On examination - obese (finding)
weight,SNOMED,162763007,On examination - weight (finding)
weight,SNOMED,162764001,On examination - weight greater than 20% below ideal (finding)
weight,SNOMED,162765000,On examination - weight 10-20% below ideal (finding)
weight,SNOMED,162766004,On examination - weight within 10% ideal (finding)
weight,SNOMED,162767008,O/E - overweight (& [weight 10-20% over ideal]) (finding)
weight,SNOMED,162768003,O/E weight: [>20% over ideal] or [obese] (finding)
weight,SNOMED,162769006,On examination - Underweight (finding)
weight,SNOMED,1.97941E+14,Target weight reached (finding)
weight,SNOMED,206918008,[D]Abnormal weight gain (situation)
weight,SNOMED,206919000,[D]Abnormal loss of weight (situation)
weight,SNOMED,206926000,[D]Failure to gain weight (situation)
weight,SNOMED,2.12681E+14,Target weight reached
weight,SNOMED,2.12691E+14,Target weight reached
weight,SNOMED,22495007,Abnormal weight (finding)
weight,SNOMED,224994002,Excessive weight gain (finding)
weight,SNOMED,225171007,Weight and body mass assessment procedure (procedure)
weight,SNOMED,23712001,Abnormal decrease in weight (finding)
weight,SNOMED,238131007,Overweight (finding)
weight,SNOMED,248332009,Weight fluctuates (finding)
weight,SNOMED,248342006,Underweight (finding)
weight,SNOMED,248344007,Weight static (finding)
weight,SNOMED,248345008,Body weight (observable entity)
weight,SNOMED,248350002,Reference weight (observable entity)
weight,SNOMED,262285001,Weight decreased (finding)
weight,SNOMED,262286000,Weight increased (finding)
weight,SNOMED,267024001,Abnormal weight loss (finding)
weight,SNOMED,267158006,Weight loss (& abnormal) (finding)
weight,SNOMED,268915006,On examination - weight 10-20% over ideal (finding)
weight,SNOMED,268916007,On examination - weight greater than 20% over ideal (finding)
weight,SNOMED,27113001,Body weight (observable entity)
weight,SNOMED,271398006,Weight steady (finding)
weight,SNOMED,275947003,On examination - overweight (finding)
weight,SNOMED,309257005,Excessive weight loss (finding)
weight,SNOMED,314670002,Child weight = 0.4th centile (finding)
weight,SNOMED,363808001,Measured body weight (observable entity)
weight,SNOMED,36440009,Failure to gain weight (finding)
weight,SNOMED,392758003,O/E - Underweight (context-dependent category)
weight,SNOMED,39857003,Weighing patient (procedure)
weight,SNOMED,400967004,Baseline weight (observable entity)
weight,SNOMED,401003006,Weight loss from baseline weight (observable entity)
weight,SNOMED,408388001,[D]Underweight (situation)
weight,SNOMED,414915002,Obese (finding)
weight,SNOMED,422503008,Abnormal weight in relation to growth / age standard (finding)
weight,SNOMED,42287000,Abnormal increase in weight (finding)
weight,SNOMED,424927000,Body weight with shoes (observable entity)
weight,SNOMED,425024002,Body weight without shoes (observable entity)
weight,SNOMED,430237002,Abnormal intentional weight loss (finding)
weight,SNOMED,43664005,Normal weight (finding)
weight,SNOMED,4.43371E+14,Obese class I (finding)
weight,SNOMED,4.43381E+14,Obese class II (finding)
weight,SNOMED,445541000,Dry body weight (observable entity)
weight,SNOMED,4.7961E+13,Baseline weight
weight,SNOMED,4.96891E+14,[D]Abnormal weight gain (situation)
weight,SNOMED,4.96901E+14,[D]Abnormal loss of weight (situation)
weight,SNOMED,4.96961E+14,[D]Failure to gain weight (situation)
weight,SNOMED,5.03001E+14,[D]Underweight (situation)
weight,SNOMED,5.16391E+14,Dry weight (observable entity)
weight,SNOMED,5.5491E+13,Patient weight (observable entity)
weight,SNOMED,698094009,Measurement of body mass index (procedure)
weight,SNOMED,734435008,Body weight abnormal for age (finding)
weight,SNOMED,735395000,Current body weight (observable entity)
weight,SNOMED,7.5061E+13,Baseline weight
weight,SNOMED,7.5071E+13,Weight loss from baseline weight
weight,SNOMED,784399000,Self reported body weight (observable entity)
weight,SNOMED,7.9311E+13,Weight loss from baseline weight
weight,SNOMED,8.08051E+14,Overweight
weight,SNOMED,819948005,Obese class III (finding)
weight,SNOMED,83421005,Failure to lose weight (finding)
weight,SNOMED,840358001,High body weight (finding)
weight,SNOMED,89362005,Weight loss (finding)
weight,SNOMED,8943002,Weight gain (finding)
shielding,SNOMED,1300561000000107,High risk category for developing complication from coronavirus disease 19 caused by severe acute respiratory syndrome coronavirus 2 infection (finding)
smoking_current,SNOMED,134406006,Smoking reduced (finding)
smoking_current,SNOMED,160603005,Light cigarette smoker (1-9 cigs/day) (finding)
smoking_current,SNOMED,160604004,Moderate cigarette smoker (10-19 cigs/day) (finding)
smoking_current,SNOMED,160605003,Heavy cigarette smoker (20-39 cigs/day) (finding)
smoking_current,SNOMED,160606002,Very heavy cigarette smoker (40+ cigs/day) (finding)
smoking_current,SNOMED,160612007,Keeps trying to stop smoking (finding)
smoking_current,SNOMED,160613002,Admitted tobacco consumption possibly untrue (finding)
smoking_current,SNOMED,160616005,Trying to give up smoking (finding)
smoking_current,SNOMED,160619003,Rolls own cigarettes (finding)
smoking_current,SNOMED,2.03191E+14,Wants to stop smoking (finding)
smoking_current,SNOMED,225934006,Smokes in bed (finding)
smoking_current,SNOMED,230056004,Cigarette consumption (observable entity)
smoking_current,SNOMED,230057008,Cigar consumption (observable entity)
smoking_current,SNOMED,230058003,Pipe tobacco consumption (observable entity)
smoking_current,SNOMED,230059006,Occasional cigarette smoker (finding)
smoking_current,SNOMED,230060001,Light cigarette smoker (finding)
smoking_current,SNOMED,230062009,Moderate cigarette smoker (finding)
smoking_current,SNOMED,230063004,Heavy cigarette smoker (finding)
smoking_current,SNOMED,230064005,Very heavy cigarette smoker (finding)
smoking_current,SNOMED,230065006,Chain smoker (finding)
smoking_current,SNOMED,266918002,Tobacco smoking consumption (observable entity)
smoking_current,SNOMED,266920004,Trivial cigarette smoker (less than one cigarette/day) (finding)
smoking_current,SNOMED,266929003,Smoking started (finding)
smoking_current,SNOMED,308438006,Smoking restarted (finding)
smoking_current,SNOMED,394871007,Thinking about stopping smoking (finding)
smoking_current,SNOMED,394872000,Ready to stop smoking (finding)
smoking_current,SNOMED,394873005,Not interested in stopping smoking (finding)
smoking_current,SNOMED,401159003,Reason for restarting smoking (observable entity)
smoking_current,SNOMED,401201003,Cigarette pack-years (observable entity)
smoking_current,SNOMED,413173009,Minutes from waking to first tobacco consumption (observable entity)
smoking_current,SNOMED,4.28041E+14,Occasional tobacco smoker (finding)
smoking_current,SNOMED,446172000,Failed attempt to stop smoking (finding)
smoking_current,SNOMED,449868002,Smokes tobacco daily (finding)
smoking_current,SNOMED,56578002,Moderate smoker (20 or less per day) (finding)
smoking_current,SNOMED,56771006,Heavy smoker (over 20 per day) (finding)
smoking_current,SNOMED,59978006,Cigar smoker (finding)
smoking_current,SNOMED,65568007,Cigarette smoker (finding)
smoking_current,SNOMED,77176002,Smoker (finding)
smoking_current,SNOMED,82302008,Pipe smoker (finding)
smoking_current,SNOMED,8.36001E+14,Waterpipe tobacco consumption (observable entity)
smoking_ex,SNOMED,1092031000000108,Ex-smoker amount unknown (finding)
smoking_ex,SNOMED,1092041000000104,Ex-very heavy smoker (40+/day) (finding)
smoking_ex,SNOMED,1092071000000105,Ex-heavy smoker (20-39/day) (finding)
smoking_ex,SNOMED,1092091000000109,Ex-moderate smoker (10-19/day) (finding)
smoking_ex,SNOMED,1092111000000104,Ex-light smoker (1-9/day) (finding)
smoking_ex,SNOMED,1092131000000107,Ex-trivial smoker (<1/day) (finding)
smoking_ex,SNOMED,160617001,Stopped smoking (finding)
smoking_ex,SNOMED,160620009,Ex-pipe smoker (finding)
smoking_ex,SNOMED,160621008,Ex-cigar smoker (finding)
smoking_ex,SNOMED,160625004,Date ceased smoking (observable entity)
smoking_ex,SNOMED,228486009,Time since stopped smoking (observable entity)
smoking_ex,SNOMED,266921000,Ex-trivial cigarette smoker (<1/day) (finding)
smoking_ex,SNOMED,266922007,Ex-light cigarette smoker (1-9/day) (finding)
smoking_ex,SNOMED,266923002,Ex-moderate cigarette smoker (10-19/day) (finding)
smoking_ex,SNOMED,266924008,Ex-heavy cigarette smoker (20-39/day) (finding)
smoking_ex,SNOMED,266925009,Ex-very heavy cigarette smoker (40+/day) (finding)
smoking_ex,SNOMED,266928006,Ex-cigarette smoker amount unknown (finding)
smoking_ex,SNOMED,281018007,Ex-cigarette smoker (finding)
smoking_ex,SNOMED,360890004,Intolerant ex-smoker (finding)
smoking_ex,SNOMED,360900008,Aggressive ex-smoker (finding)
smoking_ex,SNOMED,4.8031E+13,Ex-smoker for more than 1 year (finding)
smoking_ex,SNOMED,4.92191E+14,Ex roll-up cigarette smoker (finding)
smoking_ex,SNOMED,53896009,Tolerant ex-smoker (finding)
smoking_ex,SNOMED,735112005,Date ceased using moist tobacco (observable entity)
smoking_ex,SNOMED,735128000,Ex-smoker for less than 1 year (finding)
smoking_ex,SNOMED,8517006,Ex-smoker (finding)
smoking_never,SNOMED,2.21E+11,Never smoked any substance (finding)
smoking_never,SNOMED,266919005,Never smoked tobacco (finding)
